actual_flight_time,flight_id
102.0,75791
0,75792
99.0,75793
100.0,75794
101.0,75795
99.0,75796
103.0,75797
99.0,75798
101.0,75799
99.0,75800
100.0,75801
100.0,75802
100.0,75803
99.0,75804
100.0,75805
102.0,75806
100.0,75807
220.0,75808
217.0,75809
216.0,75810
220.0,75811
218.0,75812
217.0,75813
219.0,75814
225.0,75815
221.0,75816
221.0,75817
219.0,75818
219.0,75819
221.0,75820
222.0,75821
222.0,75822
222.0,75823
221.0,75824
219.0,75825
216.0,75826
216.0,75827
219.0,75828
0,75829
221.0,75830
224.0,75831
221.0,75832
221.0,75833
219.0,75834
221.0,75835
217.0,75836
220.0,75837
219.0,75838
222.0,75839
217.0,75840
218.0,75841
224.0,75842
220.0,75843
0,75844
0,75845
219.0,75846
221.0,75847
220.0,75848
222.0,75849
221.0,75850
221.0,75851
222.0,75852
219.0,75853
219.0,75854
220.0,75855
221.0,75856
222.0,75857
224.0,75858
222.0,75859
218.0,75860
222.0,75861
223.0,75862
220.0,75863
223.0,75864
219.0,75865
223.0,75866
217.0,75867
222.0,75868
218.0,75869
220.0,75870
0,75871
0,75872
218.0,75873
222.0,75874
222.0,75875
217.0,75876
0,7636
219.0,75877
221.0,75878
220.0,75879
222.0,75880
219.0,75881
222.0,75882
223.0,75883
217.0,75884
221.0,75885
221.0,75886
220.0,75887
223.0,75888
222.0,75889
219.0,75890
220.0,75891
224.0,75892
221.0,75893
218.0,75894
219.0,75895
219.0,75896
220.0,75897
220.0,75898
222.0,75899
218.0,75900
216.0,75901
0,75902
0,75903
217.0,75904
220.0,75905
220.0,75906
217.0,75907
218.0,75908
220.0,75909
222.0,75910
219.0,75911
222.0,75912
220.0,75913
217.0,75914
216.0,75915
220.0,75916
220.0,75917
222.0,75918
220.0,75919
220.0,75920
222.0,75921
0,75922
0,75923
222.0,75924
219.0,75925
218.0,75926
218.0,75927
217.0,75928
220.0,75929
223.0,75930
219.0,75931
224.0,75932
220.0,75933
223.0,75934
224.0,75935
219.0,75936
219.0,75937
221.0,75938
219.0,75939
219.0,75940
222.0,75941
222.0,75942
222.0,75943
220.0,75944
221.0,75945
217.0,75946
216.0,75947
0,75948
0,75949
221.0,75950
218.0,75951
220.0,75952
219.0,75953
217.0,75954
217.0,75955
220.0,75956
222.0,75957
221.0,75958
219.0,75959
222.0,75960
222.0,75961
216.0,75962
216.0,75963
223.0,75964
222.0,75965
222.0,75966
219.0,75967
218.0,75968
221.0,75969
217.0,75970
219.0,75971
215.0,75972
222.0,75973
218.0,75974
216.0,75975
0,75976
0,75977
220.0,75978
222.0,75979
221.0,75980
223.0,75981
220.0,75982
222.0,75983
220.0,75984
218.0,75985
220.0,75986
221.0,75987
224.0,75988
223.0,75989
222.0,75990
218.0,75991
221.0,75992
219.0,75993
217.0,75994
222.0,75995
220.0,75996
221.0,75997
218.0,75998
220.0,75999
0,76
0,76001
222.0,76002
218.0,76003
220.0,76004
218.0,76005
220.0,76006
222.0,76007
220.0,76008
218.0,76009
223.0,76010
220.0,76011
221.0,76012
221.0,76013
217.0,76014
219.0,76015
220.0,76016
218.0,76017
220.0,76018
220.0,76019
219.0,76020
218.0,76021
219.0,76022
223.0,76023
220.0,76024
220.0,76025
219.0,76026
214.0,76027
222.0,76028
223.0,76029
223.0,76030
219.0,76031
0,76032
0,76033
215.0,76034
220.0,76035
219.0,76036
223.0,76037
216.0,76038
219.0,76039
221.0,76040
218.0,76041
221.0,76042
217.0,76043
221.0,76044
220.0,76045
223.0,76046
220.0,76047
218.0,76048
217.0,76049
220.0,76050
221.0,76051
0,76052
0,76053
224.0,76054
220.0,76055
221.0,76056
220.0,76057
221.0,76058
218.0,76059
218.0,76060
215.0,76061
216.0,76062
220.0,76063
218.0,76064
219.0,76065
223.0,76066
224.0,76067
218.0,76068
219.0,76069
219.0,76070
217.0,76071
218.0,76072
222.0,76073
220.0,76074
220.0,76075
220.0,76076
225.0,76077
222.0,76078
218.0,76079
222.0,76080
220.0,76081
0,76082
0,76083
220.0,76084
221.0,76085
221.0,76086
221.0,76087
220.0,76088
222.0,76089
221.0,76090
218.0,76091
216.0,76092
219.0,76093
219.0,76094
219.0,76095
214.0,76096
220.0,76097
221.0,76098
222.0,76099
218.0,76100
218.0,76101
219.0,76102
219.0,76103
221.0,76104
217.0,76105
0,76106
0,76107
219.0,76108
222.0,76109
218.0,76110
223.0,76111
219.0,76112
218.0,76113
217.0,76114
221.0,76115
221.0,76116
222.0,76117
216.0,76118
221.0,76119
218.0,76120
220.0,76121
217.0,76122
218.0,76123
219.0,76124
220.0,76125
218.0,76126
219.0,76127
219.0,76128
221.0,76129
220.0,76130
0,76131
0,76132
220.0,76133
218.0,76134
224.0,76135
222.0,76136
217.0,76137
219.0,76138
218.0,76139
220.0,76140
222.0,76141
220.0,76142
223.0,76143
218.0,76144
217.0,76145
219.0,76146
221.0,76147
220.0,76148
224.0,76149
217.0,76150
223.0,76151
221.0,76152
220.0,76153
219.0,76154
223.0,76155
216.0,76156
0,76157
0,76158
222.0,76159
220.0,76160
221.0,76161
218.0,76162
223.0,76163
215.0,76164
219.0,76165
221.0,76166
224.0,76167
219.0,76168
224.0,76169
216.0,76170
221.0,76171
220.0,76172
222.0,76173
220.0,76174
219.0,76175
221.0,76176
221.0,76177
224.0,76178
220.0,76179
221.0,76180
221.0,76181
220.0,76182
220.0,76183
225.0,76184
0,76185
0,76186
221.0,76187
221.0,76188
217.0,76189
225.0,76190
221.0,76191
221.0,76192
220.0,76193
221.0,76194
218.0,76195
220.0,76196
219.0,76197
220.0,76198
216.0,76199
221.0,76200
220.0,76201
220.0,76202
218.0,76203
220.0,76204
0,76205
0,76206
217.0,76207
220.0,76208
218.0,76209
223.0,76210
218.0,76211
218.0,76212
221.0,76213
221.0,76214
220.0,76215
220.0,76216
219.0,76217
215.0,76218
220.0,76219
218.0,76220
217.0,76221
218.0,76222
218.0,76223
219.0,76224
219.0,76225
220.0,76226
221.0,76227
224.0,76228
222.0,76229
220.0,76230
219.0,76231
222.0,76232
0,76233
0,76234
220.0,76235
219.0,76236
222.0,76237
219.0,76238
218.0,76239
223.0,76240
222.0,76241
220.0,76242
217.0,76243
218.0,76244
223.0,76245
223.0,76246
223.0,76247
224.0,76248
220.0,76249
224.0,76250
221.0,76251
221.0,76252
220.0,76253
223.0,76254
219.0,76255
221.0,76256
223.0,76257
220.0,76258
0,76259
0,7626
221.0,76261
221.0,76262
220.0,76263
221.0,76264
219.0,76265
221.0,76266
222.0,76267
217.0,76268
223.0,76269
223.0,76270
225.0,76271
220.0,76272
220.0,76273
219.0,76274
216.0,76275
225.0,76276
218.0,76277
221.0,76278
220.0,76279
219.0,76280
227.0,76281
215.0,76282
0,76283
0,76284
221.0,76285
218.0,76286
218.0,76287
219.0,76288
222.0,76289
221.0,76290
218.0,76291
219.0,76292
222.0,76293
221.0,76294
223.0,76295
219.0,76296
222.0,76297
222.0,76298
219.0,76299
218.0,76300
221.0,76301
222.0,76302
0,76303
218.0,76304
220.0,76305
218.0,76306
222.0,76307
220.0,76308
219.0,76309
0,7631
0,76311
218.0,76312
219.0,76313
220.0,76314
223.0,76315
226.0,76316
221.0,76317
224.0,76318
217.0,76319
222.0,76320
218.0,76321
223.0,76322
220.0,76323
221.0,76324
221.0,76325
222.0,76326
218.0,76327
0,76361
222.0,76328
221.0,76329
220.0,76330
215.0,76331
220.0,76332
219.0,76333
222.0,76334
220.0,76335
218.0,76336
219.0,76337
0,76338
0,76339
219.0,76340
219.0,76341
223.0,76342
217.0,76343
219.0,76344
220.0,76345
219.0,76346
220.0,76347
218.0,76348
223.0,76349
216.0,76350
223.0,76351
222.0,76352
220.0,76353
216.0,76354
218.0,76355
217.0,76356
220.0,76357
221.0,76358
220.0,76359
220.0,76362
220.0,76363
222.0,76364
225.0,76365
222.0,76366
219.0,76367
222.0,76368
222.0,76369
220.0,76370
220.0,76371
222.0,76372
218.0,76373
224.0,76374
220.0,76375
217.0,76376
222.0,76377
221.0,76378
217.0,76379
223.0,76380
216.0,76381
220.0,76382
223.0,76383
219.0,76384
216.0,76385
219.0,76386
223.0,76387
0,76388
0,76389
218.0,76390
219.0,76391
220.0,76392
220.0,76393
220.0,76394
218.0,76395
220.0,76396
219.0,76397
219.0,76398
220.0,76399
216.0,76400
219.0,76401
216.0,76402
221.0,76403
220.0,76404
222.0,76405
221.0,76406
221.0,76407
218.0,76408
222.0,76409
222.0,76410
221.0,76411
221.0,76412
219.0,76413
0,76414
0,76415
223.0,76416
221.0,76417
219.0,76418
218.0,76419
221.0,76420
216.0,76421
222.0,76422
219.0,76423
223.0,76424
221.0,76425
221.0,76426
222.0,76427
218.0,76428
223.0,76429
222.0,76430
225.0,76431
221.0,76432
216.0,76433
223.0,76434
225.0,76435
216.0,76436
221.0,76437
223.0,76438
217.0,76439
220.0,76440
220.0,76441
0,76442
0,76443
220.0,76444
217.0,76445
219.0,76446
218.0,76447
222.0,76448
224.0,76449
224.0,76450
221.0,76451
219.0,76452
223.0,76453
222.0,76454
219.0,76455
226.0,76456
224.0,76457
222.0,76458
221.0,76459
222.0,76460
223.0,76461
221.0,76462
221.0,76463
0,76464
0,76465
222.0,76466
214.0,76467
218.0,76468
222.0,76469
219.0,76470
220.0,76471
218.0,76472
215.0,76473
220.0,76474
220.0,76475
217.0,76476
222.0,76477
222.0,76478
221.0,76479
218.0,76480
220.0,76481
220.0,76482
223.0,76483
217.0,76484
219.0,76485
225.0,76486
217.0,76487
218.0,76488
220.0,76489
0,7649
0,76491
220.0,76492
225.0,76493
219.0,76494
218.0,76495
221.0,76496
222.0,76497
217.0,76498
217.0,76499
221.0,76500
226.0,76501
215.0,76502
220.0,76503
218.0,76504
222.0,76505
219.0,76506
219.0,76507
221.0,76508
220.0,76509
218.0,76510
222.0,76511
220.0,76512
221.0,76513
218.0,76514
222.0,76515
219.0,76516
224.0,76517
0,76518
0,76519
215.0,76520
220.0,76521
216.0,76522
220.0,76523
223.0,76524
218.0,76525
218.0,76526
222.0,76527
216.0,76528
223.0,76529
221.0,76530
217.0,76531
220.0,76532
219.0,76533
220.0,76534
214.0,76535
221.0,76536
218.0,76537
218.0,76538
216.0,76539
219.0,76540
217.0,76541
218.0,76542
219.0,76543
0,76544
0,76545
221.0,76546
222.0,76547
216.0,76548
219.0,76549
221.0,76550
220.0,76551
223.0,76552
218.0,76553
220.0,76554
217.0,76555
220.0,76556
224.0,76557
219.0,76558
220.0,76559
220.0,76560
213.0,76561
220.0,76562
217.0,76563
0,76564
0,76565
222.0,76566
223.0,76567
217.0,76568
218.0,76569
216.0,76570
220.0,76571
221.0,76572
223.0,76573
223.0,76574
220.0,76575
220.0,76576
222.0,76577
221.0,76578
220.0,76579
218.0,76580
219.0,76581
219.0,76582
219.0,76583
218.0,76584
222.0,76585
218.0,76586
217.0,76587
221.0,76588
217.0,76589
218.0,76590
221.0,76591
218.0,76592
219.0,76593
220.0,76594
225.0,76595
220.0,76596
221.0,76597
221.0,76598
222.0,76599
109.0,76600
111.0,76601
108.0,76602
109.0,76603
110.0,76604
111.0,76605
111.0,76606
0,76607
111.0,76608
110.0,76609
111.0,76610
110.0,76611
109.0,76612
109.0,76613
111.0,76614
109.0,76615
110.0,76616
113.0,76617
110.0,76618
111.0,76619
111.0,76620
110.0,76621
110.0,76622
0,76623
109.0,76624
109.0,76625
110.0,76626
109.0,76627
109.0,76628
0,76629
110.0,76630
111.0,76631
109.0,76632
111.0,76633
111.0,76634
111.0,76635
113.0,76636
108.0,76637
111.0,76638
111.0,76639
109.0,76640
109.0,76641
112.0,76642
111.0,76643
111.0,76644
109.0,76645
111.0,76646
110.0,76647
109.0,76648
109.0,76649
108.0,76650
109.0,76651
110.0,76652
111.0,76653
0,76654
108.0,76655
0,76656
115.0,76657
114.0,76658
116.0,76659
115.0,76660
115.0,76661
117.0,76662
0,76663
115.0,76664
116.0,76665
116.0,76666
116.0,76667
117.0,76668
117.0,76669
0,7667
114.0,76671
0,76672
114.0,76673
116.0,76674
115.0,76675
118.0,76676
116.0,76677
115.0,76678
115.0,76679
113.0,76680
114.0,76681
114.0,76682
113.0,76683
115.0,76684
0,76685
117.0,76686
117.0,76687
117.0,76688
116.0,76689
116.0,76690
114.0,76691
113.0,76692
115.0,76693
115.0,76694
116.0,76695
114.0,76696
115.0,76697
116.0,76698
114.0,76699
115.0,76700
116.0,76701
114.0,76702
116.0,76703
113.0,76704
116.0,76705
117.0,76706
114.0,76707
0,76708
114.0,76709
114.0,76710
117.0,76711
113.0,76712
114.0,76713
116.0,76714
114.0,76715
114.0,76716
115.0,76717
115.0,76718
115.0,76719
116.0,76720
113.0,76721
115.0,76722
113.0,76723
114.0,76724
115.0,76725
116.0,76726
114.0,76727
115.0,76728
116.0,76729
115.0,76730
115.0,76731
115.0,76732
115.0,76733
114.0,76734
0,76735
116.0,76736
115.0,76737
114.0,76738
112.0,76739
115.0,76740
115.0,76741
115.0,76742
117.0,76743
115.0,76744
0,76745
115.0,76746
113.0,76747
115.0,76748
116.0,76749
113.0,76750
116.0,76751
116.0,76752
0,76753
114.0,76754
115.0,76755
114.0,76756
116.0,76757
115.0,76758
117.0,76759
117.0,76760
116.0,76761
117.0,76762
114.0,76763
116.0,76764
115.0,76765
114.0,76766
114.0,76767
115.0,76768
117.0,76769
277.0,76770
278.0,76771
286.0,76772
278.0,76773
279.0,76774
279.0,76775
282.0,76776
271.0,76777
278.0,76778
0,76779
283.0,76780
286.0,76781
278.0,76782
280.0,76783
279.0,76784
278.0,76785
278.0,76786
283.0,76787
281.0,76788
283.0,76789
277.0,76790
283.0,76791
286.0,76792
0,76793
274.0,76794
278.0,76795
279.0,76796
278.0,76797
280.0,76798
283.0,76799
276.0,76800
275.0,76801
278.0,76802
0,76803
279.0,76804
278.0,76805
277.0,76806
279.0,76807
277.0,76808
281.0,76809
277.0,76810
279.0,76811
283.0,76812
0,76813
0,76814
276.0,76815
282.0,76816
277.0,76817
282.0,76818
285.0,76819
279.0,76820
280.0,76821
276.0,76822
277.0,76823
281.0,76824
278.0,76825
281.0,76826
276.0,76827
280.0,76828
281.0,76829
0,7683
282.0,76831
279.0,76832
279.0,76833
282.0,76834
282.0,76835
280.0,76836
285.0,76837
283.0,76838
277.0,76839
279.0,76840
282.0,76841
279.0,76842
281.0,76843
280.0,76844
278.0,76845
284.0,76846
279.0,76847
0,76848
286.0,76849
278.0,76850
277.0,76851
276.0,76852
277.0,76853
282.0,76854
281.0,76855
280.0,76856
280.0,76857
278.0,76858
278.0,76859
0,7686
277.0,76861
282.0,76862
283.0,76863
279.0,76864
277.0,76865
278.0,76866
283.0,76867
287.0,76868
283.0,76869
279.0,76870
277.0,76871
279.0,76872
276.0,76873
283.0,76874
0,76875
279.0,76876
281.0,76877
276.0,76878
284.0,76879
278.0,76880
279.0,76881
280.0,76882
280.0,76883
274.0,76884
277.0,76885
278.0,76886
277.0,76887
282.0,76888
276.0,76889
278.0,76890
276.0,76891
279.0,76892
276.0,76893
280.0,76894
283.0,76895
275.0,76896
279.0,76897
277.0,76898
282.0,76899
282.0,76900
274.0,76901
278.0,76902
0,76903
283.0,76904
279.0,76905
285.0,76906
274.0,76907
282.0,76908
281.0,76909
0,7691
278.0,76911
279.0,76912
283.0,76913
279.0,76914
279.0,76915
276.0,76916
280.0,76917
278.0,76918
279.0,76919
281.0,76920
280.0,76921
281.0,76922
280.0,76923
277.0,76924
276.0,76925
279.0,76926
280.0,76927
280.0,76928
281.0,76929
279.0,76930
286.0,76931
282.0,76932
276.0,76933
284.0,76934
282.0,76935
279.0,76936
274.0,76937
279.0,76938
278.0,76939
284.0,76940
280.0,76941
275.0,76942
0,76943
280.0,76944
283.0,76945
0,76946
276.0,76947
282.0,76948
279.0,76949
278.0,76950
279.0,76951
279.0,76952
0,76953
285.0,76954
282.0,76955
278.0,76956
282.0,76957
273.0,76958
280.0,76959
0,7696
278.0,76961
0,76962
281.0,76963
282.0,76964
276.0,76965
283.0,76966
281.0,76967
278.0,76968
281.0,76969
279.0,76970
283.0,76971
276.0,76972
280.0,76973
280.0,76974
0,76975
278.0,76976
275.0,76977
278.0,76978
283.0,76979
276.0,76980
277.0,76981
279.0,76982
279.0,76983
276.0,76984
279.0,76985
279.0,76986
279.0,76987
278.0,76988
280.0,76989
280.0,76990
273.0,76991
0,76992
281.0,76993
281.0,76994
281.0,76995
279.0,76996
278.0,76997
280.0,76998
280.0,76999
283.0,77000
285.0,77001
275.0,77002
279.0,77003
0,77004
277.0,77005
279.0,77006
281.0,77007
279.0,77008
281.0,77009
282.0,77010
281.0,77011
278.0,77012
283.0,77013
285.0,77014
280.0,77015
276.0,77016
0,77017
280.0,77018
274.0,77019
276.0,77020
283.0,77021
279.0,77022
282.0,77023
281.0,77024
0,77025
281.0,77026
279.0,77027
280.0,77028
281.0,77029
278.0,77030
283.0,77031
283.0,77032
274.0,77033
281.0,77034
280.0,77035
282.0,77036
276.0,77037
283.0,77038
284.0,77039
277.0,77040
281.0,77041
278.0,77042
280.0,77043
279.0,77044
282.0,77045
281.0,77046
0,77047
275.0,77048
282.0,77049
278.0,77050
284.0,77051
281.0,77052
275.0,77053
281.0,77054
281.0,77055
280.0,77056
280.0,77057
282.0,77058
279.0,77059
284.0,77060
280.0,77061
0,77062
280.0,77063
282.0,77064
280.0,77065
285.0,77066
285.0,77067
276.0,77068
280.0,77069
279.0,77070
277.0,77071
279.0,77072
282.0,77073
278.0,77074
280.0,77075
281.0,77076
279.0,77077
281.0,77078
279.0,77079
280.0,77080
281.0,77081
276.0,77082
282.0,77083
275.0,77084
282.0,77085
278.0,77086
283.0,77087
278.0,77088
0,77089
283.0,77090
0,77091
279.0,77092
285.0,77093
285.0,77094
280.0,77095
277.0,77096
283.0,77097
279.0,77098
281.0,77099
281.0,77100
283.0,77101
278.0,77102
281.0,77103
278.0,77104
274.0,77105
278.0,77106
279.0,77107
278.0,77108
279.0,77109
280.0,77110
281.0,77111
280.0,77112
280.0,77113
280.0,77114
278.0,77115
0,77116
282.0,77117
281.0,77118
282.0,77119
279.0,77120
278.0,77121
280.0,77122
283.0,77123
283.0,77124
285.0,77125
285.0,77126
0,77127
277.0,77128
279.0,77129
280.0,77130
281.0,77131
280.0,77132
275.0,77133
273.0,77134
274.0,77135
0,77136
278.0,77137
0,77138
279.0,77139
279.0,77140
277.0,77141
284.0,77142
278.0,77143
282.0,77144
277.0,77145
281.0,77146
278.0,77147
280.0,77148
0,77149
277.0,77150
284.0,77151
279.0,77152
277.0,77153
286.0,77154
274.0,77155
280.0,77156
280.0,77157
283.0,77158
277.0,77159
281.0,77160
281.0,77161
279.0,77162
284.0,77163
284.0,77164
279.0,77165
120.0,77166
118.0,77167
121.0,77168
0,77169
121.0,77170
122.0,77171
119.0,77172
122.0,77173
121.0,77174
122.0,77175
119.0,77176
121.0,77177
119.0,77178
122.0,77179
120.0,77180
121.0,77181
120.0,77182
117.0,77183
118.0,77184
119.0,77185
118.0,77186
119.0,77187
120.0,77188
117.0,77189
122.0,77190
121.0,77191
0,77192
121.0,77193
123.0,77194
120.0,77195
120.0,77196
120.0,77197
0,77198
120.0,77199
122.0,77200
122.0,77201
118.0,77202
120.0,77203
120.0,77204
119.0,77205
0,77206
120.0,77207
119.0,77208
120.0,77209
119.0,77210
120.0,77211
122.0,77212
121.0,77213
119.0,77214
0,77215
120.0,77216
118.0,77217
120.0,77218
120.0,77219
120.0,77220
0,77221
122.0,77222
119.0,77223
122.0,77224
117.0,77225
119.0,77226
119.0,77227
121.0,77228
118.0,77229
121.0,77230
121.0,77231
120.0,77232
119.0,77233
118.0,77234
121.0,77235
122.0,77236
121.0,77237
120.0,77238
121.0,77239
0,7724
122.0,77241
122.0,77242
121.0,77243
122.0,77244
120.0,77245
120.0,77246
121.0,77247
121.0,77248
121.0,77249
121.0,77250
118.0,77251
118.0,77252
118.0,77253
118.0,77254
121.0,77255
119.0,77256
0,77257
121.0,77258
120.0,77259
120.0,77260
120.0,77261
0,77262
122.0,77263
121.0,77264
119.0,77265
118.0,77266
121.0,77267
120.0,77268
122.0,77269
118.0,77270
118.0,77271
121.0,77272
122.0,77273
121.0,77274
119.0,77275
120.0,77276
119.0,77277
118.0,77278
25.0,77279
25.0,77280
25.0,77281
25.0,77282
25.0,77283
0,77284
25.0,77285
25.0,77286
25.0,77287
25.0,77288
25.0,77289
25.0,77290
25.0,77291
24.0,77292
25.0,77293
25.0,77294
25.0,77295
25.0,77296
0,77297
25.0,77298
25.0,77299
25.0,77300
25.0,77301
25.0,77302
0,77303
25.0,77304
25.0,77305
25.0,77306
25.0,77307
25.0,77308
0,77309
25.0,77310
25.0,77311
25.0,77312
25.0,77313
25.0,77314
25.0,77315
25.0,77316
25.0,77317
25.0,77318
0,77319
25.0,77320
25.0,77321
25.0,77322
25.0,77323
25.0,77324
25.0,77325
25.0,77326
25.0,77327
25.0,77328
25.0,77329
25.0,77330
25.0,77331
25.0,77332
25.0,77333
25.0,77334
25.0,77335
25.0,77336
25.0,77337
25.0,77338
25.0,77339
25.0,77340
24.0,77341
25.0,77342
25.0,77343
25.0,77344
25.0,77345
25.0,77346
25.0,77347
25.0,77348
25.0,77349
25.0,77350
25.0,77351
25.0,77352
25.0,77353
25.0,77354
25.0,77355
25.0,77356
25.0,77357
25.0,77358
0,77359
25.0,77360
25.0,77361
25.0,77362
25.0,77363
25.0,77364
25.0,77365
0,77366
25.0,77367
25.0,77368
25.0,77369
25.0,77370
0,77371
25.0,77372
26.0,77373
25.0,77374
25.0,77375
25.0,77376
25.0,77377
25.0,77378
25.0,77379
26.0,77380
25.0,77381
25.0,77382
25.0,77383
25.0,77384
25.0,77385
25.0,77386
26.0,77387
25.0,77388
25.0,77389
25.0,77390
25.0,77391
0,77392
25.0,77393
25.0,77394
25.0,77395
24.0,77396
25.0,77397
25.0,77398
25.0,77399
25.0,77400
25.0,77401
25.0,77402
0,77403
25.0,77404
25.0,77405
25.0,77406
25.0,77407
25.0,77408
25.0,77409
25.0,77410
25.0,77411
25.0,77412
25.0,77413
25.0,77414
25.0,77415
25.0,77416
25.0,77417
25.0,77418
25.0,77419
26.0,77420
25.0,77421
25.0,77422
25.0,77423
25.0,77424
25.0,77425
25.0,77426
0,77427
25.0,77428
25.0,77429
25.0,77430
25.0,77431
25.0,77432
25.0,77433
25.0,77434
25.0,77435
0,77436
25.0,77437
25.0,77438
25.0,77439
25.0,77440
25.0,77441
25.0,77442
25.0,77443
25.0,77444
25.0,77445
25.0,77446
25.0,77447
0,77448
25.0,77449
25.0,77450
25.0,77451
0,77452
25.0,77453
0,77454
25.0,77455
25.0,77456
25.0,77457
25.0,77458
25.0,77459
25.0,77460
25.0,77461
25.0,77462
25.0,77463
25.0,77464
25.0,77465
25.0,77466
25.0,77467
25.0,77468
25.0,77469
25.0,77470
25.0,77471
25.0,77472
26.0,77473
25.0,77474
25.0,77475
25.0,77476
25.0,77477
25.0,77478
25.0,77479
25.0,77480
25.0,77481
25.0,77482
25.0,77483
25.0,77484
25.0,77485
25.0,77486
26.0,77487
25.0,77488
25.0,77489
25.0,77490
25.0,77491
25.0,77492
0,77493
0,77494
25.0,77495
25.0,77496
25.0,77497
25.0,77498
25.0,77499
24.0,77500
25.0,77501
0,77502
25.0,77503
25.0,77504
25.0,77505
25.0,77506
25.0,77507
25.0,77508
25.0,77509
25.0,77510
25.0,77511
25.0,77512
25.0,77513
25.0,77514
25.0,77515
0,77516
25.0,77517
25.0,77518
25.0,77519
25.0,77520
25.0,77521
25.0,77522
25.0,77523
25.0,77524
25.0,77525
25.0,77526
0,77527
0,77528
25.0,77529
25.0,77530
25.0,77531
25.0,77532
25.0,77533
0,77534
25.0,77535
25.0,77536
0,77537
0,77538
25.0,77539
25.0,77540
25.0,77541
25.0,77542
25.0,77543
24.0,77544
25.0,77545
25.0,77546
25.0,77547
25.0,77548
25.0,77549
25.0,77550
25.0,77551
25.0,77552
25.0,77553
26.0,77554
25.0,77555
25.0,77556
25.0,77557
25.0,77558
25.0,77559
25.0,77560
25.0,77561
25.0,77562
25.0,77563
25.0,77564
25.0,77565
25.0,77566
25.0,77567
25.0,77568
25.0,77569
25.0,77570
25.0,77571
25.0,77572
25.0,77573
25.0,77574
25.0,77575
25.0,77576
25.0,77577
25.0,77578
25.0,77579
25.0,77580
25.0,77581
0,77582
25.0,77583
25.0,77584
25.0,77585
25.0,77586
25.0,77587
25.0,77588
0,77589
25.0,77590
25.0,77591
25.0,77592
25.0,77593
25.0,77594
25.0,77595
25.0,77596
25.0,77597
25.0,77598
25.0,77599
25.0,77600
25.0,77601
25.0,77602
25.0,77603
25.0,77604
25.0,77605
25.0,77606
26.0,77607
24.0,77608
25.0,77609
26.0,77610
25.0,77611
25.0,77612
25.0,77613
25.0,77614
25.0,77615
25.0,77616
25.0,77617
25.0,77618
25.0,77619
25.0,77620
25.0,77621
25.0,77622
25.0,77623
25.0,77624
25.0,77625
25.0,77626
25.0,77627
25.0,77628
25.0,77629
25.0,77630
25.0,77631
25.0,77632
25.0,77633
25.0,77634
25.0,77635
25.0,77636
25.0,77637
0,77638
25.0,77639
0,7764
25.0,77641
25.0,77642
25.0,77643
25.0,77644
0,77645
25.0,77646
25.0,77647
25.0,77648
25.0,77649
25.0,77650
26.0,77651
25.0,77652
25.0,77653
0,77654
25.0,77655
25.0,77656
25.0,77657
25.0,77658
25.0,77659
25.0,77660
25.0,77661
25.0,77662
25.0,77663
25.0,77664
25.0,77665
25.0,77666
25.0,77667
25.0,77668
25.0,77669
25.0,77670
25.0,77671
25.0,77672
25.0,77673
25.0,77674
55.0,77675
55.0,77676
55.0,77677
55.0,77678
55.0,77679
55.0,77680
0,77681
55.0,77682
55.0,77683
55.0,77684
55.0,77685
55.0,77686
56.0,77687
55.0,77688
55.0,77689
55.0,77690
55.0,77691
55.0,77692
54.0,77693
54.0,77694
55.0,77695
54.0,77696
55.0,77697
54.0,77698
55.0,77699
55.0,77700
55.0,77701
56.0,77702
55.0,77703
55.0,77704
56.0,77705
56.0,77706
55.0,77707
55.0,77708
55.0,77709
55.0,77710
0,77711
55.0,77712
55.0,77713
55.0,77714
55.0,77715
0,77716
55.0,77717
54.0,77718
56.0,77719
54.0,77720
55.0,77721
55.0,77722
55.0,77723
54.0,77724
56.0,77725
54.0,77726
55.0,77727
55.0,77728
55.0,77729
0,7773
0,77731
54.0,77732
56.0,77733
54.0,77734
55.0,77735
55.0,77736
56.0,77737
55.0,77738
54.0,77739
56.0,77740
54.0,77741
55.0,77742
0,77743
56.0,77744
55.0,77745
55.0,77746
54.0,77747
55.0,77748
0,77749
55.0,77750
55.0,77751
55.0,77752
56.0,77753
55.0,77754
55.0,77755
0,77756
55.0,77757
55.0,77758
0,77759
55.0,77760
55.0,77761
55.0,77762
56.0,77763
56.0,77764
56.0,77765
55.0,77766
0,77767
55.0,77768
55.0,77769
54.0,77770
54.0,77771
55.0,77772
55.0,77773
55.0,77774
55.0,77775
55.0,77776
55.0,77777
55.0,77778
54.0,77779
55.0,77780
55.0,77781
55.0,77782
55.0,77783
54.0,77784
0,77885
55.0,77785
55.0,77786
55.0,77787
55.0,77788
55.0,77789
55.0,77790
55.0,77791
55.0,77792
55.0,77793
56.0,77794
55.0,77795
55.0,77796
0,77797
0,77798
55.0,77799
55.0,77800
54.0,77801
54.0,77802
55.0,77803
54.0,77804
56.0,77805
55.0,77806
55.0,77807
55.0,77808
56.0,77809
56.0,77810
56.0,77811
56.0,77812
55.0,77813
56.0,77814
55.0,77815
54.0,77816
55.0,77817
55.0,77818
55.0,77819
55.0,77820
55.0,77821
55.0,77822
54.0,77823
55.0,77824
56.0,77825
55.0,77826
0,77827
54.0,77828
54.0,77829
54.0,77830
54.0,77831
0,77832
