flight_id,People_on_a_board,average_sum
11227,61,1477500.00
11228,58,1265900.00
11229,59,1475500.00
11230,66,1573000.00
11231,60,1530800.00
11232,68,1647400.00
11233,60,1302200.00
11234,61,1513700.00
11235,55,1286700.00
11236,62,1572800.00
11237,60,1416500.00
11238,63,1477600.00
11239,65,1473900.00
11240,62,1416600.00
11241,58,1456400.00
11242,65,1588200.00
11243,62,1498500.00
11244,67,1630200.00
11245,66,1420600.00
11246,58,1340200.00
11247,59,1361200.00
11248,62,1494700.00
11249,65,1590100.00
11250,63,1475700.00
11251,66,1607300.00
11252,54,1343800.00
11253,64,1496700.00
11254,67,1592100.00
11255,60,1378400.00
11256,68,1609300.00
11257,57,1401100.00
11258,64,1496700.00
11259,61,1551800.00
11260,65,1590100.00
11261,62,1496600.00
11262,59,1471700.00
11263,60,1342200.00
11264,59,1365000.00
11265,61,1471800.00
11266,62,1534700.00
11267,60,1496500.00
11268,60,1380300.00
11269,60,1530800.00
11270,68,1613100.00
11271,61,1477500.00
11272,62,1422300.00
11273,63,1439500.00
11274,57,1321100.00
11275,61,1437500.00
11276,57,1361100.00
11277,62,1532800.00
11278,60,1380300.00
11279,62,1416600.00
11280,61,1479400.00
11281,65,1590100.00
11282,60,1346000.00
11283,73,1706700.00
11284,64,1569100.00
11285,65,1515800.00
11286,68,1651200.00
11287,54,1340000.00
11288,58,1382100.00
11289,58,1454500.00
11290,58,1454500.00
11291,58,1382100.00
11292,4,114500.00
11293,60,1418400.00
11294,65,1630100.00
11295,68,1533100.00
11297,57,1403000.00
11298,60,1532700.00
11299,64,1458600.00
11300,66,1536800.00
11301,57,1363000.00
11302,66,1494900.00
11303,67,1666400.00
11304,62,1456600.00
11305,63,1437600.00
11306,62,1532800.00
11307,65,1628200.00
11309,62,1420400.00
11310,61,1401300.00
11311,61,1517500.00
11312,68,1569300.00
11313,63,1473800.00
11314,56,1454400.00
11315,62,1458500.00
11316,58,1492600.00
11317,54,1229500.00
11318,58,1414500.00
11319,58,1378300.00
11320,58,1458300.00
11321,59,1361200.00
11322,62,1532800.00
11323,60,1384100.00
11324,63,1479500.00
11325,58,1496400.00
11326,59,1517400.00
11327,83,1973900.00
11328,60,1344100.00
11329,64,1647200.00
11330,61,1437500.00
11331,65,1586300.00
11332,64,1492900.00
11333,56,1378200.00
11334,58,1532600.00
11335,59,1359300.00
11336,58,1458300.00
11337,60,1418400.00
11338,63,1475700.00
11339,72,1760000.00
11340,60,1344100.00
11341,68,1575000.00
11342,68,1613100.00
11343,58,1340200.00
11344,60,1266000.00
11345,57,1359200.00
11346,60,1536500.00
11347,59,1437400.00
11348,57,1397300.00
11349,61,1479400.00
11350,60,1496500.00
11351,70,1649400.00
11352,63,1513800.00
11353,60,1532700.00
11354,61,1439400.00
11355,65,1590100.00
11356,64,1571000.00
11357,59,1397400.00
11358,58,1345900.00
11359,61,1515600.00
11360,64,1458600.00
11361,62,1496600.00
11362,57,1477300.00
11363,75,1708700.00
11364,61,1513700.00
11365,3,57300.00
11366,67,1628300.00
11367,61,1365100.00
11368,45,1017600.00
11369,62,1570900.00
11370,56,1380100.00
11371,60,1418400.00
11372,61,1361300.00
11373,1,19100.00
11374,60,1496500.00
11375,64,1454800.00
11376,65,1553900.00
11377,66,1611100.00
11378,63,1475700.00
11379,58,1454500.00
11380,62,1529000.00
11381,63,1441400.00
11382,55,1322900.00
11383,18,498100.00
11384,65,1552000.00
11385,68,1609300.00
11386,59,1399300.00
11387,63,1550000.00
11388,64,1571000.00
11389,59,1401200.00
11390,67,1706400.00
11391,64,1612900.00
11392,63,1513800.00
11393,59,1323100.00
11394,54,1261900.00
11395,58,1304000.00
11396,63,1553800.00
11397,64,1456700.00
11398,58,1420200.00
11399,61,1435600.00
11400,68,1496900.00
11401,61,1517500.00
11402,61,1439400.00
11403,62,1498500.00
11404,59,1323100.00
11405,64,1574800.00
11406,64,1531000.00
11407,58,1494500.00
11408,60,1416500.00
11409,61,1361300.00
11410,56,1336300.00
11411,59,1401200.00
11412,59,1321200.00
11413,66,1651100.00
11414,60,1302200.00
11415,62,1496600.00
11416,59,1431700.00
11417,64,1572900.00
11418,64,1611000.00
11419,66,1607300.00
11420,5,135500.00
11421,57,1359200.00
11422,61,1475600.00
11423,60,1454600.00
11424,59,1285000.00
11425,64,1382400.00
11426,66,1533000.00
11427,56,1376300.00
11428,59,1323100.00
11429,67,1552100.00
11430,64,1534800.00
11431,60,1494600.00
11432,66,1573000.00
11433,59,1437400.00
11434,59,1323100.00
11435,76,1725900.00
11436,69,1666500.00
11437,61,1435600.00
11438,60,1494600.00
11439,62,1570900.00
11440,60,1534600.00
11441,64,1572900.00
11442,59,1361200.00
11443,60,1496500.00
11444,61,1475600.00
11445,62,1530900.00
11446,59,1245000.00
11447,59,1399300.00
11448,65,1515800.00
11449,58,1454500.00
11450,64,1420500.00
11451,62,1494700.00
11452,53,1210400.00
11453,66,1607300.00
11454,62,1418500.00
11455,58,1454500.00
11456,63,1361400.00
11457,31,708300.00
11458,66,1460600.00
11459,61,1363200.00
11460,65,1630100.00
11461,61,1515600.00
11462,58,1380200.00
11463,60,1304100.00
11464,63,1475700.00
11465,62,1532800.00
11466,61,1399400.00
11467,67,1592100.00
11468,52,1187500.00
11469,62,1534700.00
11470,58,1265900.00
11471,60,1380300.00
11472,63,1513800.00
11473,59,1473600.00
11474,66,1496800.00
11475,64,1572900.00
11477,62,1456600.00
11478,62,1532800.00
11479,60,1456500.00
11480,68,1611200.00
11481,2,76300.00
11482,64,1569100.00
11483,59,1513600.00
11484,59,1361200.00
11485,81,1707300.00
11486,90,1856500.00
11487,86,1726700.00
11489,97,1969900.00
11491,85,1678000.00
11493,83,1645600.00
11496,82,1562700.00
11501,81,1609800.00
11502,72,1467400.00
11503,76,1498000.00
11505,67,1352200.00
11507,80,1629500.00
11508,97,1969900.00
11512,88,1822400.00
11514,90,1824000.00
11515,79,1611600.00
11516,75,1546800.00
11517,83,1710600.00
11520,77,1579200.00
11521,83,1678100.00
11523,71,1514500.00
11525,67,1384700.00
11526,83,1676400.00
11527,76,1626300.00
11530,83,1674700.00
11531,85,1710500.00
11532,87,1742900.00
11537,83,1743100.00
11541,91,1840200.00
11542,88,1791600.00
11543,95,1905000.00
11546,93,1872600.00
11547,74,1530600.00
11548,80,1660300.00
11549,89,1840300.00
11552,77,1611700.00
11556,89,1773600.00
11558,81,1611500.00
11560,96,1953700.00
11561,83,1710600.00
11563,85,1773800.00
11564,11,179900.00
11565,81,1645700.00
11566,86,1759200.00
11569,76,1465500.00
11572,90,1824000.00
11573,62,1237000.00
11575,97,1969900.00
11576,88,1759100.00
11577,61,1155800.00
11580,97,1969900.00
11581,77,1512500.00
11582,97,1969900.00
11585,89,1775300.00
11588,97,1969900.00
11589,84,1726800.00
11591,80,1597000.00
11592,76,1530500.00
11593,89,1807800.00
11598,96,1953700.00
11601,79,1611600.00
11603,96,1953700.00
11604,78,1627900.00
11606,71,1418700.00
11608,84,1661800.00
11609,89,1807800.00
11611,70,1433300.00
11613,81,1707300.00
11615,94,1921300.00
11616,84,1660100.00
11619,97,1969900.00
11621,88,1789900.00
11624,79,1642400.00
11626,60,1238800.00
11629,81,1645700.00
11632,97,1969900.00
11633,86,1791700.00
11637,86,1759200.00
11640,77,1580900.00
11642,88,1824100.00
11644,97,1969900.00
11646,85,1741300.00
11648,91,1840200.00
11650,46,914500.00
11651,89,1807800.00
11652,94,1921300.00
11656,85,1741300.00
11658,76,1465500.00
11659,77,1510800.00
11661,80,1629500.00
11663,79,1645800.00
11667,80,1595300.00
11671,93,1905100.00
11674,81,1579000.00
11675,90,1791500.00
11676,88,1824100.00
11677,86,1725000.00
11679,75,1481800.00
11681,79,1611600.00
11682,84,1725100.00
11684,85,1775500.00
11687,91,1807700.00
11688,81,1644000.00
11689,89,1807800.00
11691,88,1726600.00
11692,85,1773800.00
11693,81,1710700.00
11696,87,1742900.00
11699,95,1935800.00
11703,75,1545100.00
11705,94,1888800.00
11707,89,1806100.00
11708,82,1694400.00
11709,75,1546800.00
11710,84,1726800.00
11713,97,1969900.00
11715,89,1741100.00
11717,79,1580800.00
11718,86,1595000.00
11721,97,1969900.00
11722,87,1775400.00
11726,75,1516000.00
11728,94,1888800.00
11732,71,1350300.00
11733,95,1937500.00
11734,7,145900.00
11735,84,1694300.00
11736,80,1627800.00
11738,85,1710500.00
11740,88,1724900.00
11741,89,1775300.00
11744,95,1937500.00
11746,76,1561300.00
11749,93,1905100.00
11750,93,1872600.00
11751,85,1743000.00
11756,66,1301800.00
11760,74,1532300.00
11763,83,1707200.00
11764,83,1739700.00
11765,77,1548400.00
11767,83,1708900.00
11768,97,1969900.00
11773,92,1887200.00
11774,25,569200.00
11776,97,1969900.00
11777,68,1368400.00
11778,96,1953700.00
11779,90,1824000.00
11781,88,1757400.00
11785,91,1872700.00
11786,89,1807800.00
11788,21,374400.00
11792,95,1937500.00
11794,69,1417100.00
11795,96,1953700.00
11796,87,1741200.00
11797,86,1726700.00
11801,79,1577400.00
11804,83,1739700.00
11806,73,1416900.00
11807,77,1645900.00
11808,83,1678100.00
11809,94,1921300.00
11811,95,1937500.00
11814,96,1953700.00
11815,93,1872600.00
11817,83,1645600.00
11819,84,1759300.00
11821,87,1773700.00
11823,88,1791600.00
11825,97,1969900.00
11829,84,1692600.00
11830,78,1593700.00
11831,96,1953700.00
11833,89,1807800.00
11834,82,1660200.00
11837,97,1969900.00
11840,77,1546700.00
11841,89,1838600.00
11844,92,1888900.00
11846,89,1806100.00
11848,6,129700.00
11849,86,1759200.00
11853,83,1676400.00
11855,95,1937500.00
11857,74,1563100.00
11859,90,1791500.00
11862,78,1561200.00
11864,86,1759200.00
11865,93,1903400.00
11868,81,1577300.00
11869,73,1415200.00
11870,79,1611600.00
11872,90,1791500.00
11874,97,1969900.00
11879,85,1743000.00
11881,7,210900.00
11882,88,1789900.00
11883,73,1449400.00
11884,84,1694300.00
11885,95,1937500.00
11889,92,1856400.00
11890,84,1759300.00
11892,79,1577400.00
11893,90,1856500.00
11895,90,1824000.00
11896,89,1806100.00
11897,88,1824100.00
11899,85,1773800.00
11900,75,1481800.00
11903,78,1561200.00
11905,97,1969900.00
11906,85,1710500.00
11909,97,1969900.00
11913,79,1548300.00
11914,96,1952000.00
11915,90,1759000.00
11916,84,1661800.00
11919,91,1872700.00
11921,95,1937500.00
11922,79,1645800.00
11924,91,1807700.00
11926,84,1759300.00
11927,91,1871000.00
11929,81,1613200.00
11930,4,97300.00
11932,88,1755700.00
11935,75,1546800.00
11938,83,1678100.00
11943,73,1577700.00
11944,86,1726700.00
11945,78,1595400.00
11946,91,1871000.00
11947,67,1448000.00
11950,83,1707200.00
11953,82,1694400.00
11954,93,1872600.00
11956,82,1627700.00
11959,24,457200.00
11960,88,1791600.00
11963,96,1921200.00
11964,75,1546800.00
11965,15,311400.00
11967,77,1548400.00
11970,90,1824000.00
11972,87,1742900.00
11973,74,1431400.00
11974,81,1709000.00
11976,69,1386300.00
11978,81,1611500.00
11983,77,1580900.00
11984,92,1888900.00
11985,85,1708800.00
11986,91,1838500.00
11988,11,210700.00
11990,83,1676400.00
11991,76,1595500.00
11993,77,1515900.00
12000,88,1759100.00
12001,79,1580800.00
12002,74,1467300.00
12004,85,1611300.00
12006,91,1872700.00
12007,97,1969900.00
12011,97,1969900.00
12012,79,1642400.00
12013,85,1710500.00
12018,82,1660200.00
12019,97,1969900.00
12020,75,1548500.00
12021,87,1773700.00
12025,84,1692600.00
12026,57,1190200.00
12027,85,1710500.00
12031,89,1775300.00
12033,68,1430000.00
12034,93,1905100.00
12037,88,1791600.00
12040,96,1921200.00
12043,88,1791600.00
12044,77,1548400.00
12045,76,1530500.00
12048,79,1580800.00
12050,96,1952000.00
12051,79,1515800.00
12052,88,1791600.00
12053,58,1237200.00
12056,79,1579100.00
12059,76,1563000.00
12064,92,1854700.00
12065,36,812400.00
12069,54,1139900.00
12070,96,1952000.00
12072,79,1611600.00
12074,85,1710500.00
12075,86,1759200.00
12076,93,1905100.00
12077,84,1694300.00
12078,84,1660100.00
12081,97,1969900.00
12083,90,1856500.00
12084,87,1708700.00
12085,78,1593700.00
12087,92,1823900.00
12088,94,1921300.00
12089,91,1872700.00
12093,83,1645600.00
12096,77,1546700.00
12099,90,1856500.00
12102,77,1515900.00
12103,80,1595300.00
12104,70,1433300.00
12105,97,1969900.00
12106,67,1381300.00
12111,97,1969900.00
12112,85,1645500.00
12113,81,1678200.00
12117,85,1676300.00
12119,84,1694300.00
12120,84,1759300.00
12124,92,1856400.00
12126,82,1694400.00
12128,84,1690900.00
12130,88,1759100.00
12132,73,1480200.00
12134,88,1791600.00
12135,81,1611500.00
12136,97,1969900.00
12139,83,1741400.00
12141,89,1775300.00
12146,89,1807800.00
12148,96,1953700.00
12149,96,1953700.00
12150,85,1743000.00
12152,97,1969900.00
12153,87,1775400.00
12156,33,603000.00
12157,88,1822400.00
12160,82,1627700.00
12161,86,1723300.00
12165,92,1888900.00
12166,78,1564600.00
12170,80,1627800.00
12172,82,1723500.00
12173,81,1644000.00
12177,87,1773700.00
12178,72,1433200.00
12179,90,1854800.00
12180,83,1708900.00
12185,87,1742900.00
12188,86,1694200.00
12189,72,1462300.00
12191,69,1386300.00
12192,96,1953700.00
12193,71,1447800.00
12195,83,1708900.00
12196,96,1953700.00
12200,79,1613300.00
12203,85,1710500.00
12205,77,1579200.00
12206,13,243100.00
12208,97,1969900.00
12212,84,1725100.00
12214,90,1791500.00
12217,95,1937500.00
12220,41,765100.00
12221,93,1903400.00
12222,95,1905000.00
12224,88,1789900.00
12226,70,1465800.00
12227,76,1499700.00
12228,89,1807800.00
12230,77,1512500.00
12235,14,226800.00
12239,71,1415300.00
12240,94,1921300.00
12241,79,1579100.00
12243,97,1969900.00
12246,74,1563100.00
12247,87,1772000.00
12248,74,1530600.00
12250,96,1953700.00
12251,85,1676300.00
12252,81,1644000.00
12254,83,1707200.00
12256,84,1723400.00
12257,93,1905100.00
12258,79,1644100.00
12261,81,1613200.00
12263,71,1384500.00
12265,77,1608300.00
12267,91,1872700.00
12269,66,1301800.00
12270,77,1580900.00
12273,97,1969900.00
12277,19,414500.00
12278,19,421100.00
12279,23,501300.00
12280,19,414500.00
12281,21,460100.00
12282,3,65100.00
12283,18,390600.00
12284,17,371100.00
12285,20,440600.00
12286,14,308200.00
12287,21,457900.00
12288,16,349400.00
12289,22,481800.00
12290,5,108500.00
12291,13,286500.00
12292,20,442800.00
12293,23,503500.00
12294,16,351600.00
12295,16,347200.00
12296,19,416700.00
12297,15,327700.00
12298,15,325500.00
12299,18,395000.00
12300,27,592500.00
12301,26,568600.00
12302,14,306000.00
12303,15,332100.00
12304,17,371100.00
12305,10,219200.00
12306,18,392800.00
12307,16,349400.00
12308,17,373300.00
12309,18,397200.00
12310,12,264800.00
12311,14,308200.00
12312,22,479600.00
12313,13,284300.00
12314,15,327700.00
12315,18,397200.00
12316,5,108500.00
12317,9,195300.00
12318,17,373300.00
12319,17,368900.00
12320,16,351600.00
12321,24,523000.00
12322,18,395000.00
12323,19,414500.00
12324,16,349400.00
12325,16,351600.00
12326,19,416700.00
12327,19,416700.00
12328,17,371100.00
12329,23,501300.00
12330,20,438400.00
12331,14,306000.00
12332,19,412300.00
12333,18,392800.00
12334,19,414500.00
12335,17,371100.00
12336,16,349400.00
12337,24,527400.00
12338,18,395000.00
12339,22,479600.00
12340,13,286500.00
12341,18,395000.00
12342,23,501300.00
12343,18,395000.00
12344,19,414500.00
12345,22,479600.00
12346,19,416700.00
12347,19,414500.00
12348,11,240900.00
12349,15,327700.00
12350,17,373300.00
12351,25,546900.00
12352,20,434000.00
12353,22,479600.00
12354,16,349400.00
12355,23,505700.00
12356,22,477400.00
12357,23,501300.00
12358,15,329900.00
12359,18,392800.00
12360,17,368900.00
12361,18,395000.00
12362,14,303800.00
12363,19,416700.00
12364,19,414500.00
12365,13,284300.00
12366,21,455700.00
12367,14,303800.00
12368,15,327700.00
12369,20,438400.00
12370,13,284300.00
12371,11,240900.00
12372,15,327700.00
12373,15,325500.00
12374,18,390600.00
12375,15,327700.00
12376,23,507900.00
12377,21,460100.00
12378,19,414500.00
12379,14,308200.00
12380,21,460100.00
12381,24,527400.00
12382,16,349400.00
12383,15,329900.00
12384,19,418900.00
12385,44,963600.00
12387,22,484000.00
12388,26,568600.00
12389,14,306000.00
12390,20,438400.00
12391,20,436200.00
12392,15,325500.00
12393,14,308200.00
12394,19,416700.00
12395,20,436200.00
12396,23,499100.00
12397,19,414500.00
12398,24,523000.00
12399,19,414500.00
12400,24,525200.00
12401,18,395000.00
12402,13,282100.00
12403,17,373300.00
12404,16,349400.00
12405,16,349400.00
12406,20,438400.00
12407,23,501300.00
12408,17,368900.00
12409,21,460100.00
12410,21,460100.00
12411,22,481800.00
12412,21,462300.00
12413,20,438400.00
12414,20,434000.00
12415,26,566400.00
12416,27,590300.00
12417,8,175800.00
12418,22,481800.00
12419,23,503500.00
12420,19,412300.00
12421,20,438400.00
12422,17,373300.00
12423,21,460100.00
12424,3,65100.00
12425,18,390600.00
12426,18,392800.00
12427,17,371100.00
12428,18,390600.00
12429,18,399400.00
12430,22,486200.00
12431,2,43400.00
12432,16,351600.00
12433,21,457900.00
12434,16,349400.00
12435,13,282100.00
12436,19,416700.00
12437,23,505700.00
12438,17,371100.00
12439,21,457900.00
12440,24,527400.00
12441,20,436200.00
12442,23,503500.00
12443,21,457900.00
12444,25,544700.00
12445,21,462300.00
12446,19,416700.00
12447,17,368900.00
12448,18,397200.00
12449,19,416700.00
12450,18,395000.00
12451,18,395000.00
12452,18,395000.00
12453,19,416700.00
12454,24,523000.00
12455,17,375500.00
12456,28,616400.00
12457,23,503500.00
12458,16,349400.00
12459,15,329900.00
12460,17,368900.00
12461,15,325500.00
12462,14,310400.00
12463,18,397200.00
12464,21,462300.00
12465,20,436200.00
12466,17,373300.00
12467,17,373300.00
12468,20,438400.00
12469,18,392800.00
12470,20,436200.00
12471,15,329900.00
12472,14,310400.00
12473,17,371100.00
12474,19,416700.00
12475,23,503500.00
12476,18,395000.00
12477,18,392800.00
12478,34,744400.00
12479,15,329900.00
12480,15,327700.00
12481,14,306000.00
12482,20,436200.00
12483,14,308200.00
12484,21,460100.00
12485,13,284300.00
12486,14,308200.00
12487,21,457900.00
12488,19,412300.00
12489,19,418900.00
12490,19,414500.00
12491,20,440600.00
12492,18,392800.00
12493,14,308200.00
12494,18,390600.00
12495,15,325500.00
12497,20,436200.00
12498,13,284300.00
12499,20,436200.00
12500,13,284300.00
12501,13,286500.00
12502,19,416700.00
12503,22,481800.00
12504,20,436200.00
12505,23,503500.00
12506,10,219200.00
12507,20,438400.00
12508,19,416700.00
12509,18,392800.00
12510,19,414500.00
12511,22,481800.00
12512,14,306000.00
12513,18,392800.00
12514,20,434000.00
12515,17,375500.00
12516,19,412300.00
12517,17,375500.00
12518,16,349400.00
12519,19,412300.00
12520,19,416700.00
12521,22,484000.00
12522,16,349400.00
12523,21,457900.00
12524,22,479600.00
12525,18,395000.00
12526,20,438400.00
12527,16,353800.00
12528,21,460100.00
12529,17,373300.00
12530,14,306000.00
12531,15,327700.00
12532,6,132400.00
12533,21,460100.00
12534,17,373300.00
12535,20,434000.00
12536,21,460100.00
12537,18,392800.00
12538,21,455700.00
12539,22,479600.00
12540,18,392800.00
12541,21,457900.00
12542,21,455700.00
12543,21,455700.00
12544,13,288700.00
12545,15,332100.00
12546,14,306000.00
12547,21,460100.00
12548,24,523000.00
12549,19,416700.00
12550,21,464500.00
12551,21,457900.00
12552,17,371100.00
12553,15,325500.00
12554,19,414500.00
12555,16,349400.00
12556,21,460100.00
12557,24,527400.00
12558,22,481800.00
12559,20,436200.00
12560,21,457900.00
12562,24,529600.00
12563,24,525200.00
12564,20,442800.00
12565,23,501300.00
12566,18,395000.00
12567,17,375500.00
12568,17,371100.00
12569,27,594700.00
12570,23,501300.00
12571,24,523000.00
12572,16,347200.00
12573,17,371100.00
12574,22,481800.00
12575,22,477400.00
12576,16,353800.00
12577,23,505700.00
12578,16,347200.00
12579,21,457900.00
12580,18,392800.00
12581,19,412300.00
12582,22,479600.00
12583,24,525200.00
12584,29,629300.00
12585,20,434000.00
12586,1,21700.00
12587,18,395000.00
12588,2,43400.00
12589,22,479600.00
12590,22,481800.00
12591,18,390600.00
12592,18,392800.00
12593,21,457900.00
12594,20,438400.00
12595,14,303800.00
12596,20,436200.00
12597,19,414500.00
12598,22,481800.00
12599,21,460100.00
12600,21,462300.00
12601,17,373300.00
12602,25,546900.00
12603,19,418900.00
12604,13,284300.00
12605,18,392800.00
12606,21,460100.00
12607,24,523000.00
12608,14,303800.00
12609,20,436200.00
12610,17,375500.00
12611,23,503500.00
12612,22,486200.00
12613,19,412300.00
12614,28,614200.00
12615,15,327700.00
12616,21,460100.00
12617,18,395000.00
12618,16,349400.00
12619,17,371100.00
12620,20,434000.00
12621,13,282100.00
12622,18,390600.00
12623,21,455700.00
12624,16,349400.00
12625,20,436200.00
12626,15,329900.00
12627,17,371100.00
12628,17,373300.00
12629,17,375500.00
12630,18,395000.00
12631,24,527400.00
12632,17,375500.00
12633,21,462300.00
12634,18,397200.00
12635,25,542500.00
12636,13,286500.00
12637,26,568600.00
12638,18,395000.00
12639,8,175800.00
12640,10,217000.00
12641,25,546900.00
12642,14,308200.00
12643,20,440600.00
12644,14,310400.00
12645,19,414500.00
12646,21,457900.00
12647,19,414500.00
12648,22,481800.00
12649,19,414500.00
12650,24,523000.00
12652,18,395000.00
12653,15,327700.00
12654,24,523000.00
12655,18,392800.00
12656,18,395000.00
12657,2,45600.00
12658,19,416700.00
12659,16,351600.00
12660,23,501300.00
12661,14,308200.00
12662,19,416700.00
12663,17,373300.00
12664,19,416700.00
12665,17,375500.00
12666,20,440600.00
12667,19,416700.00
12668,15,329900.00
12669,17,373300.00
12670,20,436200.00
12671,19,414500.00
12672,21,457900.00
12673,48,919600.00
12674,50,957600.00
12675,30,573800.00
12676,45,862600.00
12677,49,938600.00
12678,50,957600.00
12679,42,805600.00
12680,46,881600.00
12681,47,900600.00
12682,42,803700.00
12683,45,862600.00
12684,38,729600.00
12685,50,957600.00
12686,45,862600.00
12687,50,957600.00
12688,46,881600.00
12689,49,938600.00
12690,45,860700.00
12691,26,499700.00
12692,43,824600.00
12693,44,841700.00
12694,41,786600.00
12695,49,938600.00
12696,50,957600.00
12697,50,957600.00
12698,42,805600.00
12699,49,938600.00
12700,46,881600.00
12701,3,57000.00
12702,49,938600.00
12703,50,957600.00
12704,39,746700.00
12705,41,784700.00
12706,47,898700.00
12707,50,957600.00
12708,44,843600.00
12709,49,938600.00
12710,50,957600.00
12711,48,919600.00
12712,49,938600.00
12713,47,898700.00
12714,50,957600.00
12715,47,898700.00
12716,47,900600.00
12717,43,824600.00
12718,44,843600.00
12719,46,881600.00
12720,50,957600.00
12721,43,822700.00
12722,44,843600.00
12723,40,763800.00
12724,13,250800.00
12725,50,957600.00
12726,50,957600.00
12727,46,881600.00
12728,50,957600.00
12729,50,957600.00
12730,48,919600.00
12731,47,900600.00
12732,40,763800.00
12733,40,767600.00
12734,47,900600.00
12735,44,843600.00
12736,48,919600.00
12737,36,687800.00
12738,43,822700.00
12739,49,938600.00
12740,50,957600.00
12741,50,957600.00
12742,50,957600.00
12743,49,938600.00
12744,41,786600.00
12745,46,879700.00
12746,12,228000.00
12747,40,767600.00
12748,48,919600.00
12749,47,898700.00
12750,49,938600.00
12751,40,767600.00
12752,50,957600.00
12753,34,653600.00
12754,45,862600.00
12755,40,767600.00
12756,49,938600.00
12757,26,495900.00
12758,43,822700.00
12759,50,957600.00
12760,41,782800.00
12761,41,784700.00
12762,41,786600.00
12763,43,822700.00
12764,43,824600.00
12765,50,957600.00
12766,42,805600.00
12767,47,900600.00
12768,49,938600.00
12769,49,938600.00
12770,46,881600.00
12771,49,938600.00
12772,49,938600.00
12773,48,919600.00
12774,45,860700.00
12775,44,843600.00
12776,48,919600.00
12777,48,919600.00
12778,47,898700.00
12779,49,936700.00
12780,50,957600.00
12781,42,805600.00
12782,48,919600.00
12783,47,898700.00
12784,48,919600.00
12785,47,900600.00
12786,50,957600.00
12787,47,900600.00
12788,48,919600.00
12789,46,879700.00
12790,50,957600.00
12791,49,938600.00
12792,46,879700.00
12793,48,919600.00
12794,48,919600.00
12795,46,881600.00
12796,44,841700.00
12797,47,900600.00
12798,46,881600.00
12799,49,938600.00
12800,48,919600.00
12801,46,881600.00
12802,50,957600.00
12803,50,957600.00
12804,48,919600.00
12805,39,746700.00
12806,44,843600.00
12807,49,936700.00
12808,46,881600.00
12809,48,919600.00
12810,47,900600.00
12811,48,919600.00
12812,50,957600.00
12813,20,380000.00
12814,45,858800.00
12815,41,784700.00
12816,47,900600.00
12817,42,805600.00
12818,43,824600.00
12819,46,881600.00
12820,43,822700.00
12821,50,957600.00
12822,47,900600.00
12823,44,843600.00
12824,48,919600.00
12825,43,822700.00
12826,50,957600.00
12827,4,76000.00
12828,49,936700.00
12829,41,786600.00
12830,47,900600.00
12831,50,957600.00
12832,47,898700.00
12833,47,898700.00
12834,45,860700.00
12835,48,919600.00
12836,35,668800.00
12837,49,938600.00
12838,50,957600.00
12839,43,824600.00
12840,45,862600.00
12841,43,824600.00
12842,43,822700.00
12843,20,381900.00
12844,49,938600.00
12845,46,879700.00
12846,44,839800.00
12847,49,938600.00
12848,49,938600.00
12849,42,803700.00
12850,47,900600.00
12851,46,881600.00
12852,49,938600.00
12853,50,957600.00
12854,49,938600.00
12855,49,938600.00
12856,46,881600.00
12857,50,957600.00
12858,47,900600.00
12859,42,805600.00
12860,38,725800.00
12861,48,919600.00
12862,49,938600.00
12863,45,860700.00
12864,42,805600.00
12865,47,900600.00
12866,33,630800.00
12867,47,900600.00
12868,49,938600.00
12869,47,900600.00
12870,50,957600.00
12871,49,938600.00
12872,40,763800.00
12873,50,957600.00
12874,42,803700.00
12875,35,672600.00
12876,50,957600.00
12877,45,860700.00
12878,47,898700.00
12879,49,938600.00
12880,50,957600.00
12881,50,957600.00
12882,46,881600.00
12883,40,765700.00
12884,49,938600.00
12885,41,784700.00
12886,43,824600.00
12887,45,860700.00
12888,49,938600.00
12889,48,917700.00
12890,42,803700.00
12891,41,786600.00
12892,50,957600.00
12893,43,822700.00
12894,47,898700.00
12895,49,938600.00
12896,48,919600.00
12897,45,860700.00
12898,50,957600.00
12899,44,843600.00
12900,43,824600.00
12901,44,839800.00
12902,46,881600.00
12903,50,957600.00
12904,49,938600.00
12905,50,957600.00
12906,50,957600.00
12907,49,938600.00
12908,35,670700.00
12909,47,900600.00
12910,48,919600.00
12911,34,649800.00
12912,45,862600.00
12913,47,900600.00
12914,45,860700.00
12915,46,881600.00
12916,49,936700.00
12917,50,957600.00
12918,48,919600.00
12919,45,862600.00
12920,50,957600.00
12921,49,938600.00
12922,38,729600.00
12923,46,881600.00
12924,41,784700.00
12925,50,957600.00
12926,45,862600.00
12927,44,839800.00
12928,11,210900.00
12929,29,554800.00
12930,41,784700.00
12931,37,710600.00
12932,43,820800.00
12933,50,957600.00
12934,38,727700.00
12935,37,708700.00
12936,44,843600.00
12937,37,708700.00
12938,50,957600.00
12939,48,917700.00
12940,47,900600.00
12941,47,900600.00
12942,48,917700.00
12943,48,919600.00
12944,50,957600.00
12945,4,76000.00
12946,39,746700.00
12947,50,957600.00
12949,42,805600.00
12950,50,957600.00
12951,50,957600.00
12952,50,957600.00
12953,49,938600.00
12954,49,938600.00
12955,49,938600.00
12956,42,805600.00
12957,36,689700.00
12958,50,957600.00
12959,39,748600.00
12960,50,957600.00
12961,50,957600.00
12962,43,824600.00
12963,42,805600.00
12964,45,860700.00
12965,50,957600.00
